# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2797
# Selected columns: 9 (all)
# Timestamp: Fri, 24-Aug-2018 23:04:26
Gene ID	Gene Name	brain	colon	heart	kidney	liver	lung	skeletal muscle tissue	spleen	testis
ENSGALG00000010175	HSP90AB1	94.0	40.0	9.0	14.0	15.0	42.0	17.0	60.0	130.0
ENSGALG00000010177	ZFC3H1	10.0	33.0	7.0	18.0	11.0	52.0	4.0	77.0	66.0
ENSGALG00000010178	PUM3	14.0	46.0	15.0	31.0	13.0	48.0	15.0	49.0	73.0
ENSGALG00000010179	RFX3	3.0	4.0	1.0	4.0	2.0	2.0	0.5	4.0	225.0
ENSGALG00000010180	GLIS3	0.2			5.0					2.0
ENSGALG00000010182	SLC29A1	33.0	34.0	73.0	24.0	12.0	68.0	84.0	41.0	13.0
ENSGALG00000010183	RAB21	62.0	74.0	42.0	30.0	30.0	135.0	79.0	86.0	38.0
ENSGALG00000010185	HSPA4L	49.0	50.0	9.0	37.0	14.0	86.0	6.0	57.0	414.0
ENSGALG00000010186	CAPN11	34.0	87.0	63.0	57.0	18.0	261.0	52.0	88.0	29.0
ENSGALG00000010187	SLC1A1	28.0	35.0	0.3	97.0	3.0	0.3	0.1	1.0	3.0
ENSGALG00000010189	ENSGALG00000010189	20.0	57.0	6.0	58.0	60.0	45.0	6.0	54.0	73.0
ENSGALG00000010190	TBC1D15	13.0	31.0	6.0	21.0	19.0	73.0	22.0	51.0	33.0
ENSGALG00000010192	FBXO33	15.0	25.0	2.0	10.0	11.0	35.0	2.0	44.0	25.0
ENSGALG00000010193	ZNF410	11.0	17.0	6.0	12.0	6.0	20.0	6.0	25.0	41.0
ENSGALG00000010195	PLK4	1.0	12.0	0.2	3.0	0.5	5.0		9.0	253.0
ENSGALG00000010196	FAM161B	6.0	8.0	1.0	7.0	2.0	14.0	0.2	12.0	35.0
ENSGALG00000010197	COQ6	15.0	27.0	26.0	20.0	17.0	22.0	10.0	31.0	23.0
ENSGALG00000010198	TPH2	1.0	0.1	0.1					0.2	39.0
ENSGALG00000010199	MFSD8	9.0	11.0	1.0	8.0	3.0	4.0	2.0	7.0	15.0
ENSGALG00000010200	TRHDE	4.0	2.0		3.0	20.0	0.9		0.5	4.0
ENSGALG00000010201	ABHD18	4.0	24.0	7.0	18.0	12.0	13.0	22.0	25.0	10.0
ENSGALG00000010202	ENTPD5	6.0	43.0	6.0	151.0	95.0	85.0	6.0	34.0	713.0
ENSGALG00000010203	ENSGALG00000010203	6.0	182.0	6.0	25.0	46.0	24.0	1.0	27.0	5.0
ENSGALG00000010204	KCNC2	132.0	1.0		0.5	0.1		2.0		3.0
ENSGALG00000010207	LARP1B	12.0	39.0	7.0	17.0	11.0	80.0	17.0	27.0	722.0
ENSGALG00000010208	CAPS2	0.7	2.0		3.0	0.6	2.0	0.2	0.3	10.0
ENSGALG00000010209	ENSGALG00000010209	30.0	44.0	14.0	31.0	26.0	64.0	8.0	49.0	39.0
ENSGALG00000010211	ALDH6A1	78.0	94.0	120.0	758.0	338.0	81.0	101.0	48.0	37.0
ENSGALG00000010214	JADE1	2.0	17.0	3.0	37.0	9.0	38.0	3.0	42.0	111.0
ENSGALG00000010217	ENSGALG00000010217	37.0	34.0	12.0	25.0	19.0	40.0	17.0	39.0	66.0
ENSGALG00000010218	ENSGALG00000010218	4.0	6.0	0.8	6.0	1.0	4.0		8.0	48.0
ENSGALG00000010219	ENSGALG00000010219	2.0	6.0	4.0	4.0	7.0	7.0	1.0	3.0	6.0
ENSGALG00000010221	ENSGALG00000010221	13.0	15.0	2.0	17.0	9.0	11.0	2.0	24.0	0.8
ENSGALG00000010222	ENSGALG00000010222	0.2	1.0		0.6					607.0
ENSGALG00000010223	ENSGALG00000010223	0.2	5.0	0.2	1.0	0.7	5.0		7.0	1.0
ENSGALG00000010224	ENSGALG00000010224	6.0	79.0	3.0	29.0	15.0	43.0	3.0	153.0	2.0
ENSGALG00000010225	ENSGALG00000010225		0.1	18.0	16.0	145.0	0.6	2.0	0.1	3.0
ENSGALG00000010226	MUTYH	0.6	3.0	1.0	2.0	2.0	2.0	0.4	7.0	1.0
ENSGALG00000010227	KRR1	18.0	45.0	19.0	23.0	13.0	41.0	27.0	55.0	60.0
ENSGALG00000010228	TOE1	8.0	15.0	4.0	10.0	7.0	12.0	3.0	23.0	12.0
ENSGALG00000010229	ABCD4	8.0	17.0	20.0	33.0	33.0	12.0	2.0	26.0	8.0
ENSGALG00000010230	TESK2	6.0	22.0	0.2	8.0	6.0	10.0	0.2	25.0	45.0
ENSGALG00000010232	VRTN	0.1		0.2	3.0	0.3	0.3			1.0
ENSGALG00000010233	SYNDIG1L	51.0	0.7	0.4	0.1	0.1	0.5		0.5	0.7
ENSGALG00000010234	MMACHC	3.0	4.0	2.0	18.0	9.0	2.0	0.9	4.0	24.0
ENSGALG00000010237	NPC2	25.0	223.0	65.0	89.0	171.0	616.0	11.0	526.0	43.0
ENSGALG00000010238	NAP1L1	135.0	252.0	38.0	109.0	71.0	136.0	55.0	497.0	266.0
ENSGALG00000010242	ENSGALG00000010242	11.0	3.0	0.7	3.0	1.0	2.0	0.1	4.0	7.0
ENSGALG00000010243	PRDX1	496.0	620.0	285.0	716.0	463.0	588.0	218.0	561.0	143.0
ENSGALG00000010244	AKR1A1	32.0	124.0	14.0	355.0	90.0	29.0	12.0	94.0	25.0
ENSGALG00000010246	OSBPL8	13.0	39.0	6.0	82.0	13.0	61.0	8.0	91.0	264.0
ENSGALG00000010253	ZDHHC17	26.0	12.0	2.0	6.0	3.0	14.0	1.0	20.0	13.0
ENSGALG00000010255	ENSGALG00000010255	9.0	42.0	16.0	12.0	6.0	25.0	6.0	37.0	60.0
ENSGALG00000010256	TIPARP	8.0	82.0	16.0	17.0	11.0	104.0	24.0	176.0	23.0
ENSGALG00000010258	LTBP2	6.0	18.0	9.0	3.0	0.4	106.0	13.0	5.0	1.0
ENSGALG00000010259	COL28A1	0.2	4.0	0.2	0.1		0.3	5.0		11.0
ENSGALG00000010268	PARM1	10.0	56.0	2.0	6.0	0.8	14.0	0.4	5.0	3.0
ENSGALG00000010269	KCNAB1	278.0	1.0	0.5	0.5	0.1	0.8	0.1	3.0	3.0
ENSGALG00000010270	AREL1	15.0	11.0	0.5	13.0	6.0	19.0	2.0	23.0	35.0
ENSGALG00000010273	PPP2CB	327.0	147.0	91.0	144.0	80.0	175.0	34.0	116.0	236.0
ENSGALG00000010275	FCF1	24.0	55.0	19.0	33.0	31.0	52.0	31.0	66.0	42.0
ENSGALG00000010276	GPBP1L1	43.0	145.0	30.0	98.0	65.0	247.0	64.0	173.0	74.0
ENSGALG00000010277	ENSGALG00000010277	28.0	51.0	32.0	39.0	17.0	104.0	17.0	70.0	61.0
ENSGALG00000010279	TMEM69	10.0	24.0	11.0	16.0	17.0	14.0	17.0	21.0	7.0
ENSGALG00000010282	TMEM63B	104.0	18.0	10.0	13.0	13.0	54.0	10.0	14.0	14.0
ENSGALG00000010283	GTF2E2	11.0	20.0	6.0	130.0	9.0	30.0	5.0	29.0	37.0
ENSGALG00000010284	GMPS	30.0	43.0	4.0	31.0	71.0	32.0	10.0	59.0	363.0
ENSGALG00000010285	MRPL14	50.0	87.0	84.0	77.0	54.0	83.0	115.0	67.0	125.0
ENSGALG00000010286	DLST	75.0	122.0	240.0	292.0	111.0	76.0	73.0	98.0	72.0
ENSGALG00000010287	IPP	4.0	10.0	2.0	8.0	4.0	11.0	1.0	13.0	12.0
ENSGALG00000010288	ENSGALG00000010288	0.2		1.0	3.0	0.6	0.4	0.2	0.3	0.9
ENSGALG00000010290	VEGFA	24.0	36.0	58.0	105.0	106.0	257.0	52.0	71.0	14.0
ENSGALG00000010291	RBPMS	5.0	107.0	44.0	375.0	8.0	69.0	18.0	15.0	33.0
ENSGALG00000010293	ENSGALG00000010293	0.5	0.8	0.3	0.4	8.0	3.0		0.2	2.0
ENSGALG00000010294	ENSGALG00000010294	184.0	10.0	2.0	11.0	6.0	19.0	0.6	4.0	3.0
ENSGALG00000010296	MRPS18A	32.0	36.0	43.0	29.0	28.0	21.0	25.0	34.0	60.0
ENSGALG00000010298	DCTN6	146.0	73.0	72.0	110.0	36.0	99.0	62.0	59.0	376.0
ENSGALG00000010299	RSPH9	9.0	3.0	0.2	2.0	0.4	3.0	0.1	0.2	575.0
ENSGALG00000010301	EIF2B2	57.0	54.0	13.0	37.0	16.0	34.0	20.0	35.0	144.0
ENSGALG00000010302	SLC33A1	13.0	56.0	6.0	64.0	64.0	32.0	5.0	41.0	31.0
ENSGALG00000010303	ENSGALG00000010303	2.0	88.0	10.0	253.0	409.0	35.0	3.0	13.0	19.0
ENSGALG00000010304	MLH3	15.0	16.0	6.0	13.0	6.0	17.0	10.0	21.0	83.0
ENSGALG00000010307	ACYP1	96.0	10.0	20.0	12.0	6.0	37.0	10.0	14.0	234.0
ENSGALG00000010309	ENSGALG00000010309	3.0	3.0	0.4	2.0	0.5	3.0		2.0	292.0
ENSGALG00000010311	NAV3	22.0	6.0	0.6	1.0	0.4	4.0	2.0	16.0	2.0
ENSGALG00000010312	PLCH1	1.0	7.0	0.1	3.0	0.2	0.9		0.3	2.0
ENSGALG00000010313	MAST2	20.0	10.0	1.0	7.0	5.0	72.0	4.0	20.0	71.0
ENSGALG00000010314	NEK9	10.0	45.0	5.0	30.0	19.0	51.0	16.0	64.0	18.0
ENSGALG00000010315	ENSGALG00000010315	5.0	10.0	3.0	5.0	3.0	23.0	3.0	20.0	24.0
ENSGALG00000010316	FRAS1	5.0	5.0	0.9	14.0	0.2	26.0	1.0	3.0	4.0
ENSGALG00000010317	POLH	22.0	27.0	10.0	19.0	19.0	18.0	10.0	65.0	17.0
ENSGALG00000010318	TMED10	140.0	344.0	88.0	210.0	157.0	408.0	101.0	300.0	356.0
ENSGALG00000010320	PAWR	1.0	45.0	0.2	26.0	11.0	47.0	0.2	12.0	24.0
ENSGALG00000010322	JDP2	32.0	49.0	18.0	17.0	14.0	70.0	15.0	35.0	8.0
ENSGALG00000010323	BATF	2.0	6.0	1.0	1.0	1.0	4.0	0.8	13.0	1.0
ENSGALG00000010324	MRPL1	17.0	49.0	34.0	28.0	23.0	43.0	19.0	52.0	30.0
ENSGALG00000010325	PPP1R12A	62.0	194.0	21.0	32.0	12.0	102.0	23.0	111.0	48.0
ENSGALG00000010326	FLVCR2	2.0	6.0	0.5	7.0	2.0	21.0	0.2	12.0	9.0
ENSGALG00000010331	MME	1.0	18.0	0.1	288.0	0.2	13.0	1.0	5.0	68.0
ENSGALG00000010333	CNOT6L	10.0	47.0	2.0	36.0	25.0	67.0	25.0	93.0	21.0
ENSGALG00000010334	ENSGALG00000010334						0.2			0.2
ENSGALG00000010335	ENSGALG00000010335	26.0	43.0	4.0	7.0	4.0	26.0	7.0	18.0	250.0
ENSGALG00000010337	GPR149	0.2	2.0		2.0	0.1	1.0		2.0	9.0
ENSGALG00000010338	ENSGALG00000010338	0.1	8.0		0.1	0.1	2.0		12.0	6.0
ENSGALG00000010340	TTLL5	14.0	22.0	3.0	13.0	9.0	17.0	7.0	24.0	167.0
ENSGALG00000010341	XPO5	31.0	48.0	10.0	40.0	19.0	48.0	8.0	73.0	36.0
ENSGALG00000010342	ENSGALG00000010342	0.1	0.1		3.0		0.1		0.2	0.5
ENSGALG00000010343	TSPAN1		1456.0		221.0	4.0	43.0	0.3	0.4	3.0
ENSGALG00000010346	TGFB3	48.0	25.0	22.0	7.0	4.0	102.0	80.0	44.0	5.0
ENSGALG00000010347	CCNG2	40.0	72.0	6.0	29.0	21.0	72.0	11.0	68.0	45.0
ENSGALG00000010349	POLR1C	26.0	32.0	11.0	23.0	16.0	27.0	7.0	51.0	71.0
ENSGALG00000010350	GPATCH2L	2.0	5.0	1.0	4.0	1.0	13.0	0.3	14.0	37.0
ENSGALG00000010351	POMGNT1	21.0	24.0	8.0	18.0	13.0	18.0	7.0	19.0	40.0
ENSGALG00000010352	ARHGEF26	10.0	39.0	2.0	8.0	12.0	21.0		14.0	33.0
ENSGALG00000010356	RAD54L	3.0	6.0	0.5	3.0	0.8	5.0	0.1	5.0	17.0
ENSGALG00000010357	P2RY1	359.0	40.0	7.0	14.0	14.0	16.0	86.0	106.0	0.1
ENSGALG00000010359	LRRC41	6.0	14.0	3.0	7.0	6.0	24.0	2.0	20.0	9.0
ENSGALG00000010360	NSUN4	6.0	15.0	14.0	21.0	13.0	16.0	11.0	25.0	8.0
ENSGALG00000010363	HERC3	50.0	56.0	16.0	36.0	22.0	43.0	20.0	88.0	15.0
ENSGALG00000010364	ENSGALG00000010364	4.0	14.0	0.3	124.0	287.0	4.0	1.0	3.0	0.2
ENSGALG00000010370	MED12L	4.0	5.0	0.8	3.0	1.0	6.0	0.6	18.0	9.0
ENSGALG00000010371	FAM13A	27.0	53.0	1.0	17.0	17.0	43.0	11.0	20.0	38.0
ENSGALG00000010372	ANGEL1	11.0	42.0	8.0	33.0	19.0	45.0	13.0	52.0	253.0
ENSGALG00000010375	SLC30A2	0.8		1.0						2.0
ENSGALG00000010377	GPR87	0.2								0.7
ENSGALG00000010378	LRRC74A	0.2	0.5		0.1		0.6			54.0
ENSGALG00000010379	SNCA	531.0	2.0	1.0			0.4	0.3	0.3	2.0
ENSGALG00000010384	ENSGALG00000010384	0.3		0.2	5.0	0.1	0.1		0.3	4.0
ENSGALG00000010385	TJAP1	9.0	21.0	6.0	54.0	7.0	22.0	8.0	28.0	51.0
ENSGALG00000010386	DLK2	15.0	0.3	0.1	0.4		0.7		0.1	1.0
ENSGALG00000010390	ENSGALG00000010390	2.0	12.0	0.5	6.0	3.0	12.0	0.7	21.0	14.0
ENSGALG00000010391	MMRN1	0.2	9.0	0.1	0.1	0.1	6.0	0.4	0.7	4.0
ENSGALG00000010392	ENSGALG00000010392	2.0	13.0	0.2	4.0	3.0	3.0		4.0	7.0
ENSGALG00000010393	ENSGALG00000010393	3.0			0.4		2.0		0.9	
ENSGALG00000010395	SIAH2	13.0	50.0	8.0	17.0	9.0	32.0	7.0	58.0	316.0
ENSGALG00000010397	GRID2	5.0	0.9	0.1	3.0	0.4	3.0		5.0	0.3
ENSGALG00000010399	SELENOT	161.0	128.0	69.0	120.0	63.0	125.0	58.0	110.0	95.0
ENSGALG00000010401	EIF2A	21.0	46.0	17.0	24.0	20.0	46.0	19.0	45.0	104.0
ENSGALG00000010402	HPGDS	12.0	128.0	2.0	869.0	537.0	63.0		3.0	3.0
ENSGALG00000010406	TMEM63C	204.0	18.0	7.0	9.0	6.0	12.0	5.0	33.0	204.0
ENSGALG00000010410	PFN2	431.0	193.0	88.0	138.0	135.0	238.0	164.0	148.0	153.0
ENSGALG00000010411	RNF13	102.0	194.0	46.0	142.0	75.0	377.0	44.0	274.0	243.0
ENSGALG00000010412	WWTR1	6.0	32.0	2.0	66.0	12.0	120.0	3.0	19.0	15.0
ENSGALG00000010413	NGB	10.0	0.7		0.1		0.4		1.0	3.0
ENSGALG00000010417	ENSGALG00000010417	0.6	2.0	0.7	915.0	2.0	6.0	0.1	0.7	2.0
ENSGALG00000010419	ENSGALG00000010419	11.0	23.0	7.0	13.0	8.0	17.0	3.0	33.0	31.0
ENSGALG00000010427	TM4SF4	0.1	25.0	0.1		931.0	2.0			24.0
ENSGALG00000010428	FAM98A	58.0	65.0	31.0	45.0	19.0	37.0	37.0	45.0	103.0
ENSGALG00000010432	GSTZ1	11.0	28.0	8.0	28.0	210.0	12.0	3.0	15.0	9.0
ENSGALG00000010433	FAAH	14.0	58.0	5.0	68.0	241.0	36.0	10.0	32.0	15.0
ENSGALG00000010435	RASGRP3	5.0	13.0	6.0	9.0	3.0	90.0	3.0	68.0	4.0
ENSGALG00000010440	MKNK1	2.0	5.0	3.0	4.0	1.0	4.0	6.0	8.0	38.0
ENSGALG00000010444	ATPAF1	67.0	45.0	35.0	31.0	23.0	42.0	77.0	31.0	54.0
ENSGALG00000010446	EFCAB14	24.0	88.0	31.0	54.0	9.0	108.0	33.0	78.0	44.0
ENSGALG00000010448	LTBP1	8.0	130.0	14.0	23.0	4.0	69.0	2.0	12.0	12.0
ENSGALG00000010456	ENSGALG00000010456	0.2	2.0	0.1	1.0	0.4	3.0		0.6	259.0
ENSGALG00000010457	ENSGALG00000010457	2.0	3.0	0.4	2.0	0.8	3.0	0.1	1.0	239.0
ENSGALG00000010459	VIPAS39	27.0	48.0	12.0	34.0	21.0	55.0	11.0	63.0	37.0
ENSGALG00000010461	EBF3	0.4	0.9	4.0	0.2		6.0	4.0	0.5	3.0
ENSGALG00000010463	AHSA1	95.0	79.0	67.0	48.0	32.0	91.0	66.0	78.0	726.0
ENSGALG00000010464	GLRX3	86.0	91.0	54.0	59.0	44.0	76.0	80.0	95.0	103.0
ENSGALG00000010468	ISM2	4.0	8.0	0.8	25.0	0.7	23.0	0.5	21.0	4.0
ENSGALG00000010469	ENSGALG00000010469	0.1	0.3		2767.0	315.0	0.4		0.1	3.0
ENSGALG00000010470	TCERG1L	14.0	13.0		2.0		0.4		1.0	0.4
ENSGALG00000010471	PPP2R2D	35.0	52.0	11.0	28.0	14.0	59.0	17.0	69.0	56.0
ENSGALG00000010473	PDZK1IP1	0.2	177.0	2.0	1096.0	3.0	14.0	0.1	5.0	
ENSGALG00000010474	ENSGALG00000010474	0.2	0.5	3.0	3.0	2.0	126.0	0.4	8.0	
ENSGALG00000010476	BNIP3	171.0	74.0	184.0	93.0	50.0	112.0	267.0	77.0	22.0
ENSGALG00000010478	STIL	0.2	5.0	0.4	1.0	0.3	7.0	0.1	5.0	35.0
ENSGALG00000010481	CMPK1	79.0	128.0	15.0	31.0	20.0	34.0	8.0	39.0	86.0
ENSGALG00000010485	ALKBH1	9.0	21.0	12.0	19.0	10.0	23.0	8.0	31.0	50.0
ENSGALG00000010486	JAKMIP3	20.0	0.7	0.1	0.6		0.2			0.1
ENSGALG00000010490	DPYSL4	4.0	0.9	9.0	0.2		0.6		1.0	22.0
ENSGALG00000010491	PWWP2B	6.0	14.0	6.0	7.0	4.0	17.0	11.0	19.0	3.0
ENSGALG00000010493	INPP5A	19.0	34.0	8.0	21.0	8.0	48.0	7.0	48.0	12.0
ENSGALG00000010494	SLC5A9	0.1	62.0	0.1	47.0	0.5	7.0		0.3	2.0
ENSGALG00000010497	SLC29A4	23.0	3.0	1.0	1.0	2.0	5.0	0.4	5.0	0.5
ENSGALG00000010500	ENSGALG00000010500	7.0	0.6	0.3	0.5	2.0	0.4		0.1	0.6
ENSGALG00000010501	SNW1	58.0	115.0	37.0	65.0	37.0	219.0	43.0	183.0	178.0
ENSGALG00000010502	SPATA6	4.0	10.0	0.4	5.0	2.0	7.0	0.1	10.0	330.0
ENSGALG00000010504	ADCK1	16.0	6.0	4.0	7.0	5.0	3.0	0.5	9.0	13.0
ENSGALG00000010505	BEND5	9.0	32.0	12.0	10.0	11.0	18.0	16.0	19.0	29.0
ENSGALG00000010507	ENSGALG00000010507	3.0	8.0	9.0	7.0	4.0	18.0	0.4	8.0	0.9
ENSGALG00000010513	ENSGALG00000010513	0.4	0.6		0.6	1.0			0.1	1.0
ENSGALG00000010517	TCTN3	33.0	53.0	8.0	36.0	26.0	66.0	6.0	106.0	86.0
ENSGALG00000010518	NRXN3	9.0	0.1				0.1		0.8	11.0
ENSGALG00000010526	OSTC	41.0	122.0	37.0	68.0	64.0	176.0	39.0	88.0	192.0
ENSGALG00000010533	ELAVL4	115.0	3.0	0.7	0.2	0.1	0.6		1.0	58.0
ENSGALG00000010535	SGMS2	1.0	25.0	1.0	5.0	12.0	15.0	0.7	3.0	98.0
ENSGALG00000010536	FAF1	28.0	24.0	5.0	24.0	14.0	23.0	13.0	31.0	53.0
ENSGALG00000010537	CDKN2C	11.0	15.0	13.0	12.0	5.0	17.0	12.0	36.0	31.0
ENSGALG00000010538	ENSGALG00000010538	17.0	17.0	8.0	14.0	8.0	14.0	8.0	28.0	19.0
ENSGALG00000010539	RNF11	53.0	71.0	31.0	70.0	36.0	102.0	90.0	85.0	63.0
ENSGALG00000010540	TTC39A	0.9	36.0		71.0	0.3	10.0		1.0	90.0
ENSGALG00000010541	BIRC6	8.0	21.0	3.0	13.0	7.0	13.0	4.0	35.0	8.0
ENSGALG00000010542	PAPSS1	94.0	97.0	7.0	20.0	10.0	39.0	1.0	73.0	121.0
ENSGALG00000010543	EPS15	71.0	63.0	7.0	25.0	12.0	78.0	17.0	118.0	145.0
ENSGALG00000010547	YIPF4	36.0	35.0	14.0	27.0	24.0	67.0	18.0	38.0	55.0
ENSGALG00000010550	GIMD1		0.6		4.0	21.0				
ENSGALG00000010551	CDC42EP3	17.0	65.0	20.0	12.0	6.0	86.0	85.0	19.0	13.0
ENSGALG00000010553	AIMP1	67.0	138.0	103.0	45.0	33.0	83.0	134.0	105.0	53.0
ENSGALG00000010554	ENSGALG00000010554	4.0	21.0	3.0	65.0	39.0	13.0	4.0	5.0	9.0
ENSGALG00000010555	OSBPL9	18.0	102.0	11.0	33.0	20.0	59.0	11.0	88.0	209.0
ENSGALG00000010560	EIF2AK2	8.0	38.0	2.0	8.0	10.0	41.0	2.0	28.0	17.0
ENSGALG00000010561	GPATCH11	5.0	9.0	4.0	5.0	3.0	13.0	2.0	10.0	7.0
ENSGALG00000010562	CEP128	1.0	2.0	0.3	0.7	0.5	2.0	0.1	4.0	12.0
ENSGALG00000010564	TBCK	12.0	12.0	2.0	10.0	8.0	8.0	4.0	15.0	10.0
ENSGALG00000010565	NRDC	116.0	104.0	54.0	81.0	57.0	119.0	121.0	125.0	693.0
ENSGALG00000010567	RAB3B	31.0	14.0	2.0	2.0	2.0	17.0	0.1	7.0	39.0
ENSGALG00000010569	TXNDC12	90.0	137.0	25.0	30.0	90.0	67.0	9.0	69.0	64.0
ENSGALG00000010570	BTF3L4	50.0	97.0	22.0	63.0	24.0	68.0	31.0	117.0	48.0
ENSGALG00000010571	HEATR5B	17.0	9.0	2.0	8.0	2.0	8.0	0.9	15.0	23.0
ENSGALG00000010572	TSHR									0.7
ENSGALG00000010573	GSTCD	3.0	7.0	1.0	4.0	3.0	3.0	0.9	10.0	20.0
ENSGALG00000010575	INTS12	6.0	15.0	3.0	8.0	6.0	10.0	2.0	21.0	40.0
ENSGALG00000010576	GTF2A1	22.0	32.0	6.0	23.0	16.0	49.0	10.0	47.0	10.0
ENSGALG00000010577	ENSGALG00000010577		15.0		0.6	0.1	1.0			3.0
ENSGALG00000010579	ENSGALG00000010579	6.0	7.0	0.7	9.0	9.0	5.0	10.0	12.0	19.0
ENSGALG00000010580	STRN	13.0	26.0	15.0	9.0	5.0	19.0	18.0	18.0	22.0
ENSGALG00000010581	SEL1L	10.0	39.0	4.0	26.0	18.0	59.0	1.0	67.0	121.0
ENSGALG00000010582	PPA2	70.0	134.0	55.0	108.0	127.0	98.0	83.0	112.0	39.0
ENSGALG00000010583	VIT	24.0	0.3		0.6		0.2		0.1	0.2
ENSGALG00000010588	ENSGALG00000010588	0.1								0.1
ENSGALG00000010589	FLRT2	7.0	2.0	0.2	6.0	0.7	5.0	1.0	3.0	1.0
ENSGALG00000010592	TET2	3.0	10.0	0.8	5.0	1.0	7.0	0.4	21.0	2.0
ENSGALG00000010593	GALC	3.0	20.0	0.1	10.0	0.9	5.0		10.0	97.0
ENSGALG00000010594	FEZ2	146.0	40.0	6.0	20.0	8.0	63.0	11.0	47.0	155.0
ENSGALG00000010595	GPR65	0.2	21.0	0.2	3.0	5.0	13.0		104.0	2.0
ENSGALG00000010596	TACR3	0.9	0.2							23.0
ENSGALG00000010598	KCNK10	4.0	0.8				0.3	0.4	0.6	13.0
ENSGALG00000010601	UFSP2	11.0	26.0	7.0	19.0	8.0	15.0	6.0	29.0	19.0
ENSGALG00000010607	SPATA7	4.0	11.0	2.0	5.0	2.0	7.0	1.0	11.0	101.0
ENSGALG00000010609	NDUFAF7	20.0	28.0	15.0	19.0	14.0	21.0	13.0	34.0	79.0
ENSGALG00000010610	SNX25	53.0	31.0	4.0	30.0	13.0	97.0	3.0	126.0	91.0
ENSGALG00000010611	CFAP97	7.0	16.0	3.0	34.0	8.0	26.0	0.7	22.0	87.0
ENSGALG00000010612	PRKD3	1.0	15.0	0.5	5.0	3.0	21.0	0.4	58.0	9.0
ENSGALG00000010613	ZFYVE9	18.0	22.0	2.0	11.0	8.0	16.0	4.0	21.0	64.0
ENSGALG00000010614	SLC25A4	13.0	136.0	2755.0	105.0	79.0	18.0	2753.0	47.0	13.0
ENSGALG00000010616	PTPN21	0.4	5.0	1.0	2.0	2.0	4.0	1.0	3.0	2.0
ENSGALG00000010618	SLC30A6	6.0	18.0	4.0	11.0	6.0	18.0	2.0	26.0	33.0
ENSGALG00000010619	CC2D1B	22.0	75.0	12.0	38.0	21.0	59.0	25.0	85.0	244.0
ENSGALG00000010620	SPAST	13.0	18.0	5.0	10.0	12.0	29.0	8.0	28.0	61.0
ENSGALG00000010621	DPY30	46.0	40.0	39.0	32.0	15.0	52.0	15.0	46.0	155.0
ENSGALG00000010622	ZC3H14	16.0	31.0	8.0	16.0	14.0	19.0	11.0	35.0	62.0
ENSGALG00000010623	ORC1	0.4	7.0	0.4	1.0	0.6	4.0	0.1	11.0	90.0
ENSGALG00000010624	MEMO1	30.0	80.0	70.0	80.0	25.0	52.0	181.0	73.0	209.0
ENSGALG00000010625	SRD5A2	2.0	3.0	10.0	0.3		1.0		6.0	19.0
ENSGALG00000010627	PRPF38A	14.0	49.0	15.0	22.0	13.0	68.0	10.0	66.0	43.0
ENSGALG00000010628	ACSL1	13.0	19.0	28.0	152.0	125.0	17.0	68.0	8.0	25.0
ENSGALG00000010629	ZCCHC11	4.0	22.0	4.0	8.0	16.0	27.0	4.0	36.0	35.0
ENSGALG00000010630	AHCTF1	5.0	15.0	2.0	11.0	5.0	15.0	5.0	27.0	24.0
ENSGALG00000010633	GPX7	1.0	11.0	8.0	4.0	1.0	10.0	2.0	4.0	4.0
ENSGALG00000010635	ENSGALG00000010635	0.1		0.1	0.1	0.1	0.5		0.1	3.0
ENSGALG00000010636	PRIMPOL	0.7	12.0	0.4	5.0	4.0	10.0	0.2	18.0	40.0
ENSGALG00000010638	CASP3	13.0	64.0	4.0	23.0	15.0	48.0	3.0	88.0	31.0
ENSGALG00000010639	ENSGALG00000010639	1.0	0.2	0.8					0.1	3.0
ENSGALG00000010641	SCCPDH	135.0	75.0	11.0	128.0	143.0	58.0	11.0	76.0	671.0
ENSGALG00000010642	IRF2	10.0	83.0	15.0	52.0	38.0	99.0	20.0	107.0	43.0
ENSGALG00000010643	ZYG11B	112.0	38.0	5.0	26.0	18.0	36.0	8.0	32.0	39.0
ENSGALG00000010645	ENPP6	8.0	149.0	0.4	40.0	5.0	4.0	2.0	12.0	29.0
ENSGALG00000010646	STOX2	8.0	4.0	2.0	5.0	0.4	1.0	3.0	6.0	44.0
ENSGALG00000010647	ECHDC2	13.0	92.0	56.0	277.0	61.0	47.0	35.0	78.0	66.0
ENSGALG00000010649	CNST	2.0	7.0	0.3	8.0	2.0	13.0	0.7	47.0	40.0
ENSGALG00000010651	ENSGALG00000010651	14.0	14.0	19.0	14.0	11.0	22.0	13.0	28.0	83.0
ENSGALG00000010652	SCP2	62.0	134.0	37.0	326.0	420.0	85.0	42.0	77.0	88.0
ENSGALG00000010653	SMYD3	2.0	2.0	0.5	2.0	1.0	1.0	0.2	4.0	6.0
ENSGALG00000010654	TRAPPC11	23.0	24.0	4.0	12.0	9.0	32.0	10.0	41.0	76.0
ENSGALG00000010657	ENSGALG00000010657		0.1				0.2			0.4
ENSGALG00000010658	RWDD4	10.0	44.0	39.0	44.0	37.0	49.0	73.0	46.0	79.0
