# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-513
# Selected columns: 16 (all)
# Timestamp: Sat, 25-Aug-2018 02:48:02
Gene ID	Gene Name	adipose tissue	adrenal gland	brain	breast	colon	heart	kidney	leukocyte	liver	lung	lymph node	ovary	prostate gland	skeletal muscle tissue	testis	thyroid gland
ENSG00000162344	FGF19									0.2						0.6	
ENSG00000162365	CYP4A22	0.1	0.1	0.1	0.2		0.1	6.0		27.0	0.1		0.1			0.1	
ENSG00000162366	PDZK1IP1	0.7	0.2	0.4	8.0	9.0	0.1	691.0	10.0	1.0	25.0	0.9	10.0	6.0		3.0	0.4
ENSG00000162367	TAL1	7.0	10.0	2.0	5.0	2.0	3.0	3.0	13.0	1.0	14.0	9.0	3.0	2.0	0.2	3.0	4.0
ENSG00000162368	CMPK1	179.0	158.0	132.0	263.0	151.0	70.0	125.0	249.0	192.0	207.0	151.0	124.0	260.0	72.0	106.0	236.0
ENSG00000162373	BEND5	2.0	11.0	14.0	2.0	5.0	0.9	6.0	2.0		4.0	4.0	15.0	14.0	0.9	8.0	9.0
ENSG00000162374	ELAVL4	0.1	0.1	41.0	0.2	4.0			0.1	0.1		0.5	0.1	1.0		5.0	0.1
ENSG00000162377	COA7	10.0	18.0	26.0	12.0	5.0	7.0	17.0	8.0	18.0	6.0	10.0	30.0	11.0	20.0	13.0	36.0
ENSG00000162378	ZYG11B	32.0	24.0	61.0	41.0	25.0	41.0	24.0	31.0	15.0	21.0	22.0	44.0	45.0	130.0	38.0	48.0
ENSG00000162383	SLC1A7	1.0	0.8	0.2	2.0	1.0	0.2		0.7	0.5	1.0	3.0	6.0	2.0	0.3	2.0	1.0
ENSG00000162384	C1orf123	27.0	41.0	23.0	27.0	25.0	9.0	18.0	20.0	9.0	16.0	25.0	48.0	47.0	17.0	35.0	26.0
ENSG00000162385	MAGOH	32.0	78.0	31.0	30.0	30.0	14.0	25.0	55.0	21.0	31.0	41.0	67.0	54.0	10.0	61.0	96.0
ENSG00000162390	ACOT11	0.8	4.0	4.0	2.0	3.0	4.0	7.0	0.9	0.5	2.0	2.0	5.0	4.0	0.4	2.0	7.0
ENSG00000162391	FAM151A		5.0	2.0	0.6	2.0	2.0	30.0	0.1	1.0	0.1	2.0	2.0	0.9		0.9	2.0
ENSG00000162396	PARS2	2.0	2.0	3.0	3.0	2.0	3.0	6.0	8.0	3.0	0.9	3.0	10.0	6.0	4.0	10.0	8.0
ENSG00000162398	LEXM		0.2	0.6		0.1			0.7	0.4	0.4		0.3			4.0	0.1
ENSG00000162399	BSND		0.4	0.1	0.1	0.1		38.0	0.1		0.2	0.1	0.2		0.1	0.4	0.2
ENSG00000162402	USP24	23.0	31.0	17.0	25.0	14.0	19.0	22.0	54.0	10.0	16.0	30.0	28.0	23.0	60.0	18.0	43.0
ENSG00000162407	PLPP3	103.0	77.0	113.0	73.0	88.0	44.0	97.0	0.4	54.0	227.0	109.0	173.0	234.0	24.0	226.0	510.0
ENSG00000162408	NOL9	13.0	49.0	15.0	21.0	8.0	6.0	12.0	25.0	6.0	5.0	14.0	41.0	18.0	18.0	18.0	25.0
ENSG00000162409	PRKAA2	2.0	9.0	10.0	6.0	13.0	96.0	24.0	0.1	0.6	5.0	5.0	8.0	16.0	130.0	13.0	27.0
ENSG00000162413	KLHL21	10.0	13.0	14.0	27.0	20.0	17.0	13.0	24.0	7.0	20.0	25.0	17.0	72.0	101.0	17.0	54.0
ENSG00000162415	ZSWIM5	0.7	4.0	3.0	1.0	2.0	0.5	3.0	2.0	0.3	1.0	2.0	16.0	7.0	0.6	7.0	6.0
ENSG00000162419	GMEB1	9.0	22.0	8.0	9.0	5.0	3.0	8.0	27.0	3.0	5.0	11.0	29.0	12.0	10.0	15.0	19.0
ENSG00000162426	SLC45A1	3.0	3.0	10.0	2.0	2.0	0.6	4.0	0.6	0.2	0.9	1.0	7.0	3.0		4.0	2.0
ENSG00000162430	SELENON	168.0	167.0	41.0	70.0	41.0	32.0	56.0	48.0	15.0	70.0	91.0	123.0	71.0	46.0	41.0	103.0
ENSG00000162433	AK4	26.0	21.0	37.0	64.0	36.0	56.0	125.0	1.0	42.0	7.0	19.0	20.0	63.0	3.0	36.0	12.0
ENSG00000162434	JAK1	192.0	177.0	65.0	129.0	114.0	66.0	99.0	398.0	38.0	208.0	204.0	177.0	150.0	111.0	122.0	151.0
ENSG00000162437	RAVER2	8.0	10.0	10.0	9.0	16.0	16.0	9.0	4.0	0.4	18.0	7.0	15.0	25.0	6.0	10.0	10.0
ENSG00000162438	CTRC	0.4	2.0	0.7	1.0	0.2	0.3	0.2	0.3	0.1	0.5	0.3	0.8	0.4	0.1	0.7	0.6
ENSG00000162441	LZIC	29.0	35.0	38.0	30.0	30.0	17.0	24.0	43.0	10.0	15.0	20.0	89.0	38.0	12.0	79.0	35.0
ENSG00000162444	RBP7	1432.0	62.0	44.0	221.0	313.0	49.0	23.0	125.0	8.0	21.0	42.0	13.0	70.0	5.0	24.0	30.0
ENSG00000162456	KNCN			0.4								0.1	0.6	0.2		1.0	
ENSG00000162458	FBLIM1	25.0	112.0	4.0	15.0	25.0	21.0	24.0	0.3	1.0	51.0	68.0	99.0	46.0	2.0	91.0	17.0
ENSG00000162460	TMEM82		0.3			0.1		3.0		5.0							
ENSG00000162461	SLC25A34	1.0	4.0	3.0	3.0	1.0	7.0	5.0	0.7	1.0	0.6	2.0	1.0	2.0	10.0	2.0	5.0
ENSG00000162482	AKR7A3	0.8	2.0	2.0	1.0	4.0	0.1	26.0		45.0	0.5	0.2	1.0	0.4	0.2	2.0	0.9
ENSG00000162490	DRAXIN	0.5	2.0	3.0	0.6	0.3	0.2	0.6	4.0	0.2	0.6	1.0	1.0	0.5	0.2	1.0	0.7
ENSG00000162493	PDPN	26.0	19.0	17.0	9.0	27.0	6.0	6.0		0.3	34.0	31.0	47.0	36.0	23.0	18.0	16.0
ENSG00000162494	LRRC38			1.0	1.0	0.1	0.2					0.1	0.1	0.4	18.0	1.0	2.0
ENSG00000162496	DHRS3	129.0	43.0	18.0	109.0	39.0	20.0	45.0	19.0	110.0	85.0	63.0	76.0	116.0	26.0	35.0	189.0
ENSG00000162510	MATN1	0.1	0.7	0.6					0.1		2.0	0.2	0.4	0.1		0.3	0.3
ENSG00000162511	LAPTM5	250.0	578.0	76.0	90.0	31.0	26.0	61.0	2513.0	52.0	367.0	543.0	72.0	64.0	5.0	27.0	45.0
ENSG00000162512	SDC3	46.0	47.0	73.0	36.0	30.0	8.0	10.0	2.0	9.0	33.0	23.0	43.0	56.0	1.0	14.0	19.0
ENSG00000162517	PEF1	61.0	80.0	54.0	55.0	45.0	18.0	62.0	78.0	34.0	104.0	72.0	99.0	110.0	44.0	68.0	154.0
ENSG00000162520	SYNC	3.0	4.0	1.0	9.0	2.0	4.0	0.9		0.1	1.0	1.0	9.0	5.0	36.0	7.0	13.0
ENSG00000162521	RBBP4	38.0	52.0	52.0	40.0	30.0	17.0	36.0	76.0	14.0	45.0	54.0	104.0	59.0	31.0	88.0	63.0
ENSG00000162522	KIAA1522	7.0	4.0	7.0	19.0	10.0	2.0	33.0	2.0	4.0	32.0	6.0	67.0	29.0	2.0	7.0	55.0
ENSG00000162526	TSSK3	0.1	2.0	0.8	0.5		0.4	0.3	0.5	0.1	0.4	0.9	2.0	0.2	0.1	3.0	2.0
ENSG00000162542	TMCO4	8.0	17.0	1.0	13.0	5.0	2.0	15.0	11.0	3.0	6.0	13.0	18.0	23.0	2.0	10.0	26.0
ENSG00000162543	UBXN10	0.2	1.0	10.0	2.0	7.0	1.0	3.0	2.0	0.9	25.0	0.2	21.0	4.0		27.0	16.0
ENSG00000162545	CAMK2N1	35.0	19.0	661.0	23.0	104.0	11.0	140.0	6.0	49.0	189.0	27.0	220.0	112.0	7.0	53.0	16.0
ENSG00000162551	ALPL	88.0	37.0	20.0	15.0	12.0	7.0	19.0	64.0	49.0	48.0	38.0	7.0	7.0	1.0	17.0	18.0
ENSG00000162552	WNT4	0.1	0.2	1.0	1.0	0.7	0.1	0.7			1.0	0.1	74.0	1.0	1.0	2.0	0.7
ENSG00000162571	TTLL10	3.0	0.5		0.5	0.2	0.1	0.1	0.2		3.0	0.5	3.0	0.2		15.0	0.1
ENSG00000162572	SCNN1D	0.3	2.0	1.0	0.6	0.4	0.3	0.8	0.1	0.2	0.8	1.0	2.0	2.0	0.1	3.0	0.8
ENSG00000162576	MXRA8	69.0	27.0	4.0	99.0	30.0	4.0	11.0	0.3	2.0	39.0	35.0	55.0	85.0	10.0	39.0	28.0
ENSG00000162585	FAAP20	3.0	8.0	2.0	4.0	3.0	0.9	3.0	3.0	2.0	4.0	5.0	6.0	5.0	1.0	4.0	7.0
ENSG00000162591	MEGF6	4.0	9.0	0.3	4.0	2.0	1.0	0.8	2.0	0.6	5.0	6.0	4.0	5.0	2.0	4.0	2.0
ENSG00000162592	CCDC27	0.1	0.1								0.1		2.0	0.4		10.0	0.1
ENSG00000162594	IL23R	0.2	0.8	0.6	0.2	0.2		0.3	0.6	0.1	0.9	1.0	0.4	0.2		0.9	0.2
ENSG00000162595	DIRAS3	0.7	1.0	5.0	1.0	2.0	16.0	6.0		4.0	8.0	3.0	152.0	21.0	1.0	22.0	14.0
ENSG00000162598	C1orf87	0.2		0.9		0.1			0.1		10.0	0.2	7.0	0.2		6.0	
ENSG00000162599	NFIA	54.0	41.0	36.0	87.0	38.0	26.0	13.0	3.0	17.0	19.0	30.0	87.0	75.0	18.0	54.0	66.0
ENSG00000162600	OMA1	4.0	12.0	4.0	9.0	9.0	7.0	17.0	22.0	8.0	8.0	20.0	23.0	31.0	7.0	14.0	18.0
ENSG00000162601	MYSM1	9.0	21.0	14.0	12.0	3.0	7.0	12.0	14.0	4.0	10.0	13.0	19.0	19.0	4.0	10.0	21.0
ENSG00000162604	TM2D1	6.0	20.0	22.0	15.0	7.0	7.0	16.0	10.0	6.0	16.0	16.0	19.0	14.0	5.0	15.0	18.0
ENSG00000162607	USP1	29.0	43.0	39.0	27.0	34.0	11.0	28.0	88.0	8.0	40.0	47.0	95.0	57.0	14.0	139.0	59.0
ENSG00000162613	FUBP1	28.0	64.0	32.0	32.0	24.0	16.0	37.0	60.0	12.0	65.0	75.0	86.0	48.0	28.0	41.0	115.0
ENSG00000162614	NEXN	25.0	60.0	5.0	39.0	98.0	294.0	22.0	10.0	3.0	19.0	27.0	39.0	95.0	473.0	83.0	319.0
ENSG00000162616	DNAJB4	44.0	34.0	36.0	78.0	94.0	63.0	44.0	11.0	7.0	85.0	89.0	55.0	96.0	42.0	52.0	211.0
ENSG00000162618	ADGRL4	261.0	88.0	11.0	107.0	114.0	30.0	42.0		16.0	152.0	107.0	37.0	74.0	28.0	64.0	45.0
ENSG00000162620	LRRIQ3	0.3	0.3	0.3	1.0	0.2	0.1	0.6	0.4	0.1	0.6	0.5	1.0	0.5	0.1	18.0	0.6
ENSG00000162621	LRRC53		0.1	0.4			0.4									0.2	
ENSG00000162623	TYW3	11.0	25.0	12.0	19.0	28.0	14.0	22.0	20.0	10.0	11.0	24.0	38.0	34.0	3.0	30.0	43.0
ENSG00000162624	LHX8							0.1					0.1			2.0	0.5
ENSG00000162627	SNX7	34.0	30.0	16.0	25.0	46.0	14.0	51.0	0.1	11.0	26.0	38.0	47.0	56.0	5.0	65.0	28.0
ENSG00000162630	B3GALT2	0.2	3.0	34.0	0.6	2.0	35.0	3.0	4.0	0.3	0.9	4.0	4.0	4.0	0.1	10.0	6.0
ENSG00000162631	NTNG1	1.0	0.5	9.0	0.1	3.0	0.1	3.0			4.0	1.0	0.3	6.0		2.0	0.1
ENSG00000162636	FAM102B	10.0	11.0	19.0	13.0	10.0	4.0	4.0	25.0	1.0	11.0	18.0	34.0	21.0	0.9	28.0	5.0
ENSG00000162639	HENMT1	4.0	19.0	18.0	11.0	3.0	0.7	4.0	38.0	1.0	4.0	14.0	13.0	7.0	1.0	133.0	6.0
ENSG00000162641	AKNAD1	0.1	0.4	0.7	0.4	0.3	0.1		0.2		0.4	0.6	0.2	0.6	0.1	7.0	0.6
ENSG00000162642	C1orf52	10.0	27.0	32.0	17.0	11.0	6.0	14.0	16.0	4.0	24.0	23.0	28.0	19.0	5.0	23.0	26.0
ENSG00000162643	WDR63		0.1	1.0	0.1	0.1	0.4	0.8			6.0		8.0	0.1		24.0	1.0
ENSG00000162645	GBP2	68.0	43.0	7.0	50.0	84.0	5.0	20.0	127.0	15.0	221.0	60.0	85.0	163.0	44.0	32.0	22.0
ENSG00000162650	ATXN7L2	0.7	5.0	1.0	1.0	0.5	0.4	3.0	1.0	0.5	0.7	4.0	5.0	2.0	2.0	6.0	4.0
ENSG00000162654	GBP4	24.0	30.0	4.0	28.0	11.0	10.0	14.0	102.0	7.0	205.0	47.0	33.0	43.0	10.0	13.0	8.0
ENSG00000162664	ZNF326	10.0	16.0	22.0	14.0	8.0	3.0	13.0	7.0	5.0	8.0	12.0	24.0	13.0	4.0	13.0	21.0
ENSG00000162669	HFM1	0.2	1.0	0.7	0.5	0.2	0.3	0.8			0.1	0.3	5.0	1.0	0.2	17.0	5.0
ENSG00000162670	BRINP3	0.1	0.1	12.0		1.0	0.2	2.0			0.8	0.6	0.1	0.9		2.0	2.0
ENSG00000162676	GFI1	0.9	6.0		0.4	0.9	0.1	0.3	20.0	0.3	5.0	10.0	0.8	0.4		3.0	0.6
ENSG00000162687	KCNT2	1.0	3.0	3.0	0.7	3.0	0.8	2.0		3.0	5.0	12.0	12.0	3.0	0.2	3.0	4.0
ENSG00000162688	AGL	11.0	21.0	21.0	37.0	11.0	35.0	27.0	19.0	32.0	7.0	14.0	18.0	26.0	37.0	20.0	62.0
ENSG00000162692	VCAM1	11.0	135.0	8.0	11.0	10.0	2.0	67.0	0.2	15.0	99.0	34.0	47.0	28.0	3.0	21.0	3.0
ENSG00000162694	EXTL2	3.0	9.0	30.0	8.0	11.0	4.0	11.0	2.0	4.0	9.0	7.0	26.0	22.0	2.0	17.0	11.0
ENSG00000162695	SLC30A7	20.0	18.0	7.0	15.0	8.0	4.0	15.0	27.0	15.0	40.0	23.0	18.0	14.0	4.0	13.0	17.0
ENSG00000162699	DNAJA1P5															2.0	
ENSG00000162702	ZNF281	8.0	16.0	19.0	11.0	7.0	6.0	13.0	40.0	12.0	13.0	15.0	20.0	9.0	6.0	23.0	13.0
ENSG00000162704	ARPC5	47.0	70.0	32.0	38.0	37.0	9.0	30.0	210.0	15.0	101.0	63.0	60.0	46.0	4.0	52.0	46.0
ENSG00000162706	CADM3	10.0	27.0	137.0	8.0	30.0	2.0	1.0		0.2	7.0	26.0	2.0	26.0	1.0	7.0	3.0
ENSG00000162711	NLRP3	5.0	3.0	4.0	2.0	0.2	0.6	0.9	48.0	0.3	7.0	3.0	3.0	0.9	0.3	1.0	0.9
ENSG00000162714	ZNF496	9.0	11.0	6.0	6.0	6.0	3.0	4.0	4.0	1.0	9.0	8.0	17.0	11.0	8.0	14.0	17.0
ENSG00000162722	TRIM58	1.0	2.0	1.0	0.9	4.0	0.3	0.5	24.0	0.2	13.0	0.9	1.0	2.0	0.2	8.0	12.0
ENSG00000162723	SLAMF9	0.1		0.1	1.0		0.1			2.0	0.9	0.4	0.3	0.3		0.7	0.2
ENSG00000162728	KCNJ9		0.1	131.0	0.1	0.3	0.1	0.1	0.2						0.1	0.7	
ENSG00000162729	IGSF8	15.0	23.0	138.0	17.0	14.0	6.0	20.0	24.0	23.0	28.0	26.0	32.0	30.0	4.0	32.0	30.0
ENSG00000162733	DDR2	53.0	45.0	20.0	232.0	101.0	15.0	13.0	0.1	2.0	43.0	43.0	120.0	79.0	6.0	46.0	40.0
ENSG00000162734	PEA15	333.0	386.0	720.0	344.0	260.0	147.0	127.0	159.0	23.0	617.0	299.0	227.0	361.0	45.0	263.0	196.0
ENSG00000162735	PEX19	66.0	39.0	55.0	128.0	26.0	30.0	37.0	37.0	47.0	41.0	26.0	49.0	73.0	26.0	37.0	75.0
ENSG00000162736	NCSTN	56.0	64.0	38.0	66.0	34.0	34.0	57.0	132.0	37.0	69.0	57.0	73.0	85.0	48.0	68.0	99.0
ENSG00000162738	VANGL2	2.0	14.0	8.0	4.0	4.0	2.0	3.0	0.1	0.2	19.0	8.0	22.0	11.0	0.4	9.0	12.0
ENSG00000162739	SLAMF6	0.9	45.0	0.7	1.0	2.0	0.8	1.0	160.0	2.0	7.0	137.0	2.0	2.0	0.4	0.8	2.0
ENSG00000162745	OLFML2B	25.0	41.0	4.0	28.0	15.0	2.0	6.0	3.0	0.8	26.0	44.0	13.0	14.0	2.0	46.0	29.0
ENSG00000162746	FCRLB	0.4	1.0	3.0	0.4		0.4	1.0	3.0	0.3	0.2	3.0	0.7	3.0		0.2	0.8
ENSG00000162747	FCGR3B	13.0	2.0	1.0	4.0	5.0	0.3	0.4	708.0	2.0	129.0	27.0	0.7	9.0	1.0	9.0	0.3
ENSG00000162753	SLC9C2		0.2	0.8	0.1		0.1	0.1	0.1		0.1		1.0			6.0	0.1
ENSG00000162755	KLHDC9	1.0	2.0	11.0	2.0	4.0	2.0	9.0	0.4	0.5	6.0	0.7	5.0	15.0	0.1	45.0	7.0
ENSG00000162757	C1orf74	0.8	5.0	2.0	3.0	0.7	0.8	3.0	2.0	2.0	0.6	9.0	3.0	2.0	0.5	3.0	3.0
ENSG00000162761	LMX1A	0.2	0.2	0.1	1.0	0.3	0.1					0.2	0.1	0.3	0.2	2.0	0.2
ENSG00000162763	LRRC52						0.3	0.3				0.3			0.3	12.0	0.7
ENSG00000162769	FLVCR1	3.0	10.0	9.0	4.0	3.0	0.7	5.0	5.0	2.0	4.0	6.0	12.0	7.0	0.4	5.0	5.0
ENSG00000162771	FAM71A	0.1		0.1	0.1											11.0	
ENSG00000162772	ATF3	38.0	27.0	24.0	45.0	35.0	40.0	10.0	2.0	8.0	255.0	52.0	60.0	126.0	12.0	42.0	99.0
ENSG00000162775	RBM15	9.0	14.0	7.0	10.0	5.0	4.0	5.0	19.0	4.0	12.0	13.0	13.0	7.0	10.0	20.0	11.0
ENSG00000162777	DENND2D	5.0	31.0	1.0	6.0	2.0	0.5	17.0	76.0	2.0	21.0	46.0	6.0	21.0	0.2	10.0	8.0
ENSG00000162779	AXDND1	0.1	0.1	0.1		0.1		0.9			0.1	0.1	0.4	0.4		20.0	0.2
ENSG00000162782	TDRD5	0.2		0.3	0.9	0.1		1.0					0.2	0.6		33.0	2.0
ENSG00000162783	IER5	6.0	35.0	11.0	14.0	9.0	13.0	7.0	55.0	2.0	55.0	47.0	10.0	12.0	55.0	14.0	26.0
ENSG00000162804	SNED1	5.0	7.0	3.0	6.0	3.0	2.0	2.0	0.6	1.0	8.0	9.0	10.0	9.0	4.0	14.0	12.0
ENSG00000162813	BPNT1	19.0	29.0	21.0	16.0	19.0	9.0	48.0	24.0	14.0	15.0	28.0	23.0	24.0	4.0	21.0	28.0
ENSG00000162814	SPATA17	0.1	0.5	1.0	0.6	0.3	0.3	2.0	0.2	0.1	4.0	0.3	5.0	0.5	0.2	45.0	2.0
ENSG00000162817	C1orf115	86.0	80.0	95.0	106.0	28.0	12.0	51.0	5.0	81.0	58.0	37.0	46.0	31.0	5.0	45.0	51.0
ENSG00000162819	BROX	38.0	47.0	42.0	49.0	24.0	15.0	41.0	77.0	13.0	27.0	40.0	37.0	42.0	30.0	41.0	57.0
ENSG00000162825	NBPF20	0.5	1.0	0.9	0.9	0.3	0.2	0.5	1.0	0.8	0.4	1.0	2.0	0.6	0.1	1.0	1.0
ENSG00000162836	ACP6	1.0	3.0	2.0	2.0	1.0	0.5	5.0	1.0	2.0	2.0	3.0	4.0	7.0	0.7	2.0	5.0
ENSG00000162840	MT2P1	2.0	4.0		1.0	4.0	0.2	4.0		18.0	6.0	2.0	2.0	2.0	8.0		6.0
ENSG00000162843	WDR64		0.9	0.2	0.1	0.1			0.1				0.2			5.0	0.1
ENSG00000162849	KIF26B	0.1	2.0	2.0	0.3	0.8	2.0	2.0	0.2	0.2	0.3	0.9	1.0	0.7		1.0	1.0
ENSG00000162851	TFB2M	8.0	21.0	13.0	22.0	11.0	14.0	23.0	24.0	40.0	7.0	17.0	18.0	24.0	16.0	24.0	42.0
ENSG00000162852	CNST	27.0	29.0	46.0	18.0	21.0	14.0	15.0	52.0	13.0	29.0	30.0	29.0	37.0	28.0	31.0	36.0
ENSG00000162869	PPP1R21	15.0	35.0	48.0	22.0	17.0	8.0	39.0	41.0	5.0	17.0	26.0	47.0	40.0	7.0	38.0	34.0
ENSG00000162873	KLHDC8A	0.1	0.3	5.0	0.2	0.9		0.3			0.1	0.5	277.0	1.0		15.0	2.0
ENSG00000162877	PM20D1	0.2	3.0	0.2	0.4	0.2	0.4	4.0	1.0		0.2	1.0	0.9	10.0	0.1	0.4	0.4
ENSG00000162878	PKDCC	20.0	18.0	3.0	23.0	15.0	8.0	12.0		4.0	18.0	27.0	127.0	45.0	37.0	38.0	10.0
ENSG00000162881	OXER1	0.8	4.0	0.2	2.0	2.0	0.2	2.0	10.0	8.0	1.0	1.0	6.0	6.0	0.4	3.0	2.0
ENSG00000162882	HAAO	2.0	6.0	1.0	4.0	2.0	0.8	6.0	6.0	37.0	5.0	2.0	9.0	16.0	0.9	6.0	6.0
ENSG00000162885	B3GALNT2	6.0	9.0	5.0	7.0	6.0	5.0	4.0	4.0	2.0	5.0	6.0	11.0	11.0	7.0	11.0	12.0
ENSG00000162888	C1orf147	0.1	0.8	0.2	0.1			0.1	0.9		0.4	1.0	0.2	0.2			0.1
ENSG00000162889	MAPKAPK2	70.0	97.0	24.0	47.0	35.0	89.0	70.0	113.0	27.0	135.0	105.0	66.0	59.0	90.0	52.0	107.0
ENSG00000162891	IL20				0.3						0.1	0.3	0.3	0.1		0.6	
ENSG00000162892	IL24	4.0	96.0	0.3	3.0	1.0	0.6	2.0	80.0	1.0	6.0	57.0	3.0	2.0	1.0	0.9	7.0
ENSG00000162894	FCMR	8.0	220.0	0.3	7.0	1.0	3.0	2.0	366.0	3.0	14.0	165.0	4.0	3.0	6.0	3.0	6.0
ENSG00000162896	PIGR	0.4	2.0	0.3	129.0	409.0	0.1	151.0	0.7	14.0	218.0	1.0	4.0	18.0	0.2	2.0	1.0
ENSG00000162897	FCAMR		0.3			0.3		7.0		0.2	0.4	0.6	0.1				
ENSG00000162909	CAPN2	134.0	92.0	36.0	91.0	52.0	25.0	107.0	135.0	10.0	124.0	74.0	139.0	98.0	65.0	61.0	108.0
ENSG00000162910	MRPL55	8.0	14.0	14.0	12.0	7.0	6.0	11.0	11.0	13.0	19.0	10.0	12.0	22.0	10.0	14.0	12.0
ENSG00000162913	OBSCN-AS1	0.1	0.6	0.8	0.7	0.1	0.1	0.7	0.2	0.1	0.7	0.8	1.0	1.0		0.5	2.0
ENSG00000162923	WDR26	55.0	57.0	40.0	53.0	31.0	27.0	27.0	67.0	15.0	67.0	59.0	53.0	53.0	35.0	59.0	62.0
ENSG00000162924	REL	3.0	8.0	1.0	2.0	1.0	1.0	1.0	22.0	0.6	6.0	6.0	6.0	4.0	0.8	3.0	2.0
ENSG00000162927	PUS10	1.0	7.0	3.0	3.0	1.0	1.0	4.0	7.0	5.0	5.0	5.0	5.0	4.0	2.0	3.0	5.0
ENSG00000162928	PEX13	15.0	16.0	12.0	18.0	13.0	12.0	20.0	15.0	22.0	22.0	17.0	23.0	26.0	26.0	27.0	30.0
ENSG00000162929	KIAA1841	3.0	2.0	9.0	5.0	2.0	2.0	3.0	2.0	0.6	5.0	4.0	7.0	4.0	2.0	6.0	2.0
ENSG00000162931	TRIM17	0.1	0.3	3.0	0.5		0.1	0.5	0.1		1.0	0.4	5.0	0.9		9.0	2.0
ENSG00000162944	RFTN2	5.0	4.0	20.0	7.0	8.0	3.0	4.0	0.1	0.6	3.0	12.0	9.0	10.0	2.0	13.0	7.0
ENSG00000162946	DISC1	1.0	3.0	2.0	1.0	0.8	4.0	0.7	5.0	0.2	1.0	3.0	8.0	1.0	0.4	0.9	1.0
ENSG00000162947	LINC01931		0.3	0.7	0.3			0.2					0.1	0.1		0.7	0.1
ENSG00000162949	CAPN13		0.1	1.0	0.5	0.9		1.0			4.0		0.4	3.0		0.2	
ENSG00000162951	LRRTM1	0.1	0.2	8.0	0.1	0.6	0.1	0.1			0.2	0.2	0.8	0.5	0.1	0.6	0.2
ENSG00000162959	MEMO1	2.0	5.0	4.0	3.0	2.0	2.0	2.0	3.0	1.0	3.0	3.0	6.0	6.0	4.0	7.0	4.0
ENSG00000162961	DPY30	18.0	24.0	29.0	26.0	32.0	10.0	25.0	30.0	13.0	35.0	30.0	37.0	49.0	12.0	33.0	50.0
ENSG00000162971	TYW5	1.0	7.0	5.0	3.0	2.0	1.0	4.0	3.0	2.0	2.0	4.0	6.0	5.0	0.5	3.0	6.0
ENSG00000162972	MAIP1	14.0	16.0	14.0	20.0	11.0	14.0	32.0	19.0	42.0	12.0	14.0	19.0	23.0	14.0	13.0	27.0
ENSG00000162975	KCNF1	0.2	0.4	28.0	0.2	0.7	0.1	0.3			0.2		0.2	0.7		0.5	0.1
ENSG00000162976	PQLC3	39.0	39.0	7.0	65.0	26.0	7.0	37.0	118.0	9.0	41.0	31.0	60.0	61.0	9.0	46.0	31.0
ENSG00000162980	ARL5A	37.0	39.0	40.0	35.0	31.0	34.0	29.0	58.0	15.0	41.0	35.0	43.0	49.0	35.0	30.0	66.0
ENSG00000162981	FAM84A	0.5	4.0	21.0	2.0	10.0	0.4	4.0		0.5	11.0	1.0	8.0	12.0	0.4	15.0	2.0
ENSG00000162989	KCNJ3	0.2	2.0	54.0	0.4	2.0	3.0	18.0	0.1	0.9	0.5	0.7	0.9	7.0	0.3	4.0	0.7
ENSG00000162992	NEUROD1		0.1	6.0	0.1	0.5		0.2	0.1			0.1		0.1		0.3	
ENSG00000162994	CLHC1	0.6	4.0	3.0	1.0	1.0	0.6	2.0	1.0	0.7	2.0	3.0	10.0	7.0	0.4	11.0	5.0
ENSG00000162997	PRORSD1P	2.0	7.0	5.0	2.0	0.9	1.0	3.0	3.0	0.7	2.0	3.0	5.0	5.0	0.3	2.0	6.0
ENSG00000162998	FRZB	7.0	28.0	12.0	12.0	26.0	3.0	18.0		2.0	45.0	49.0	14.0	18.0	30.0	43.0	42.0
ENSG00000162999	DUSP19	2.0	6.0	4.0	5.0	5.0	5.0	4.0	2.0	1.0	4.0	4.0	11.0	9.0	1.0	10.0	4.0
ENSG00000163001	CFAP36	17.0	28.0	80.0	22.0	33.0	8.0	34.0	15.0	5.0	35.0	23.0	59.0	53.0	6.0	131.0	57.0
ENSG00000163002	NUP35	5.0	11.0	3.0	6.0	5.0	3.0	8.0	5.0	7.0	3.0	8.0	14.0	13.0	3.0	23.0	10.0
ENSG00000163006	CCDC138	0.5	2.0	3.0	1.0	0.5	0.2	1.0	2.0	0.9	2.0	1.0	4.0	2.0	0.3	15.0	1.0
ENSG00000163009	C2orf48	0.1	0.3	0.3	0.2	0.2	0.1	0.1		0.1	0.1					0.6	0.2
ENSG00000163012	ZSWIM2	0.1		0.3	0.1											11.0	
ENSG00000163013	FBXO41	0.5	8.0	31.0	0.7	0.8	0.3	0.6	6.0	0.2	0.6	4.0	2.0	2.0	0.1	2.0	1.0
ENSG00000163016	ALMS1P1	0.1	0.4	0.5	0.3	0.1	0.2	1.0	0.2	0.2	2.0	2.0	4.0	1.0		4.0	0.4
ENSG00000163017	ACTG2	43.0	250.0	5.0	52.0	2159.0	2.0	20.0	0.1	3.0	120.0	87.0	102.0	2771.0	12.0	210.0	20.0
